url,name,birth,death
http://www.phil.muni.cz/fil/scf/komplet/hejdnk.html,Ladislav Hejdánek,* 10. 5. 1927 Praha,† 28. 4. 2020 Praha
http://www.phil.muni.cz/fil/scf/komplet/heller.html,Jan Heller,* 22. 4. 1925 Plzeň,† 15. 1. 2008 Praha
http://www.phil.muni.cz/fil/scf/komplet/hemelk.html,Martin Hemelík,* 2. 1. 1957 Praha,
http://www.phil.muni.cz/fil/scf/komplet/hendri.html,Josef Hendrich,* 21. 2. 1888 Moravské Budějovice,† 5. 10. 1950 Praha
http://www.phil.muni.cz/fil/scf/komplet/hercik.html,Ferdinand Herčík,* 7. 5. 1905 Praha,† 20. 1. 1966 Brno
http://www.phil.muni.cz/fil/scf/komplet/hermch.html,Jiří Hermach,* 17. 6. 1912 Praha-Malá strana,† 5. 10. 2011
http://www.phil.muni.cz/fil/scf/komplet/herold.html,Vilém Herold,* 15. 9. 1933 Kraslice,† 10. 9. 2012
http://www.phil.muni.cz/fil/scf/komplet/hessen.html,Sergius Hessen,"* 16. 8. 1887 Usť Sysolsk (Rusko, Komi)",† 2. 7. 1950 Łódż
http://www.phil.muni.cz/fil/scf/komplet/hilari.html,Hilarius z Litoměřic,* asi 1412 Litoměřice,† 31. 12. 1468 České Budějovice
http://www.phil.muni.cz/fil/scf/komplet/hirnhm.html,Jeroným Hirnhaim,* 1637 Opava,† 1679 Hradisko u Olomouce
http://www.phil.muni.cz/fil/scf/komplet/hlavty.html,Václav Hlavatý,* 4. 8. 1842 Lomnice n. Popelkou,† 28. 11. 1910 Praha
http://www.phil.muni.cz/fil/scf/komplet/hlavek.html,Andrej Hlávek,* 26. 10. 1928 Paříž,† 31. 7. 1980 Bratislava
http://www.phil.muni.cz/fil/scf/komplet/hlavnk.html,Alois Hlavinka,* 1852 Věrovany u Tovačova,† 1930
http://www.phil.muni.cz/fil/scf/komplet/hlavon.html,Karel Hlavoň,* 21. 1. 1930 Brněnské Ivanovice,† 30. 7. 2009 Bílovice nad Svitavou
http://www.phil.muni.cz/fil/scf/komplet/hnik.html,František M. Hník,* 9. 2. 1905 Úpice,† 28. 4. 1962 Olomouc
http://www.phil.muni.cz/fil/scf/komplet/frant.html,"Filip Josef František,\\ hrabě \hbox z Hodic",,
http://www.phil.muni.cz/fil/scf/komplet/hodovs.html,Ivan Hodovský,* 13. 3. 1938 Brno,† 8. 4. 2009 Babice nad Svitavou
http://www.phil.muni.cz/fil/scf/komplet/hodza.html,Milan Hodža,* 1. 2. 1878 Sučany,† 27. 6. 1944 Clearwater (USA)
http://www.phil.muni.cz/fil/scf/komplet/hofler.html,Alois Höfler,* 6. 4. 1853 Kirchdorf,† 26. 12. 1922 Vídeň
http://www.phil.muni.cz/fil/scf/komplet/hogen.html,Anna Hogenová,"* 23. 10. 1946 Fláje, okr. Teplice",
http://www.phil.muni.cz/fil/scf/komplet/hoch.html,Alois Adalbert Hoch,* 3. 8. 1888 Stará Dobev,† 19. 9. 1978 Praha
http://www.phil.muni.cz/fil/scf/komplet/holan.html,Casimirus Holan,* 21. 4. 1671 Opava,† 23. 7. 1745 Mikulov
http://www.phil.muni.cz/fil/scf/komplet/holata.html,Ladislav Holata,"* 27. 11. 1932 Kouty, okr. Havlíčkův Brod",† 11. 4. 2007 Bratislava
http://www.phil.muni.cz/fil/scf/komplet/holzb.html,Ivana Holzbachová,* 30. 6. 1946 Hradec Králové,
http://www.phil.muni.cz/fil/scf/komplet/hoppe.html,Vladimír Hoppe,* 19. 8. 1882 Brno,† 3. 3. 1931 Praha
http://www.phil.muni.cz/fil/scf/komplet/horak.html,Petr Horák,* 5. 9. 1935 Brno,
http://www.phil.muni.cz/fil/scf/komplet/horsky.html,Jan Horský,"* 13. 4. 1940 Špinov, okr. Žďár nad Sázavou",† 29. 2. 2012 Brno
http://www.phil.muni.cz/fil/scf/komplet/horskz.html,Zdeněk Horský,* 11. 3. 1929 Praha,† 8. 5. 1988 Dvůr Králové n. Labem
http://www.phil.muni.cz/fil/scf/komplet/horyna.html,BĹ™etislav Horyna,* 8. 6. 1959 IvanÄŤice,
http://www.phil.muni.cz/fil/scf/komplet/hostin.html,Otakar Hostinský,* 2. 1. 1847 Martiněves,† 19. 1. 1910 Praha
http://www.phil.muni.cz/fil/scf/komplet/hosekr.html,Radislav Hošek,* 13. 3. 1922 Brno,† 27. 4. 2005
http://www.phil.muni.cz/fil/scf/komplet/houska.html,Jiří Houška,* 25. 8. 1923 Praha,
http://www.phil.muni.cz/fil/scf/komplet/hrab.html,Svatopluk Hrab,* 4. 3. 1921 Špičky u Přerova,† 24. 12. 1992 Hranice
http://www.phil.muni.cz/fil/scf/komplet/hrachv.html,František Hrachovský,"* 11. 9. 1879 Kněždub, okr. Hodonín",† 18. 1. 1943 Osvětim
http://www.phil.muni.cz/fil/scf/komplet/hrbek.html,Mojmír Hrbek,* 21. 9. 1924 Praha,† 15. 7. 1992 Praha
http://www.phil.muni.cz/fil/scf/komplet/hrejsa.html,Ferdinand Hrejsa,* 19. 1. 1867 Humpolec,† 5. 11. 1953 Praha
http://www.phil.muni.cz/fil/scf/komplet/hroch.html,Jaroslav Hroch,* 6. 5. 1947 Brno,† 17. 6. 2016 Brno
http://www.phil.muni.cz/fil/scf/komplet/hrmdka.html,Josef Lukl Hromádka,* 8. 6. 1889 Hodslavice,† 26. 12. 1969 Praha
http://www.phil.muni.cz/fil/scf/komplet/hron.html,Jakub Hron,* 4. 6. 1840 Metánov,† 29. 4. 1921 Metánov
http://www.phil.muni.cz/fil/scf/komplet/hruban.html,Jaroslav Hruban,* 27. 4. 1886 Valašské Klobouky,† 9. 7. 1934 Uherský Brod
http://www.phil.muni.cz/fil/scf/komplet/hruby.html,Karel Hrubý,* 9. 12. 1923 Plzeň,"† 6. 6. 2021 Basilej, Švýcarsko"
http://www.phil.muni.cz/fil/scf/komplet/hrubyp.html,Pavel Hrubý,"* 5. 5. 1914 Stochov, okr. Kladno",† 25. 6. 1994 Praha
http://www.phil.muni.cz/fil/scf/komplet/hrubyj.html,Řehoř Hrubý z Jelení,* ok. r. 1460,† asi 7. 3. 1514 Praha
http://www.phil.muni.cz/fil/scf/komplet/zikmhr.html,Zikmund Hrubý z Jelení,* 1497 Praha,† 1554 Basilej
http://www.phil.muni.cz/fil/scf/komplet/hrusov.html,Igor Hrušovský,* 14. 4. 1907 Bánovce nad Bebravou,† 18. 7. 1978 Bratislava
http://www.phil.muni.cz/fil/scf/komplet/hubik.html,Stanislav Hubík,* 21. 1. 1949 Kroměříž,
http://www.phil.muni.cz/fil/scf/komplet/hus.html,Jan Hus,* 1371 Husinec u Prachatic,† 6. 7. 1415 Konstanz (Kostnice)
http://www.phil.muni.cz/fil/scf/komplet/huserl.html,Edmund Husserl,* 8. 4. 1859 Prostějov,† 27. 4. 1938 Freiburg
http://www.phil.muni.cz/fil/scf/komplet/hybler.html,Martin Hybler,* 29. 4. 1951 Hradec Králové,
http://www.phil.muni.cz/fil/scf/komplet/hyna.html,Karel Ferdinand Hyna,* 2. 8. 1802 Lhota Kácovská u Vlašimi,† 3. 4. 1881 Stará Boleslav
http://www.phil.muni.cz/fil/scf/komplet/chalpc.html,Jindřich Chalupecký,* 12. 10. 1910 Praha,† 19. 6. 1990 Praha
http://www.phil.muni.cz/fil/scf/komplet/chalpn.html,Emanuel Chalupný,* 14. 12. 1879 Tábor,† 27. 5. 1958 Tábor
http://www.phil.muni.cz/fil/scf/komplet/chelck.html,Petr Chelčický,* kolem 1390,† asi před 1460
http://www.phil.muni.cz/fil/scf/komplet/chladk.html,Jiljí (Aegidius) Chládek,* 23. 8. 1743 Praha,† 29. 1. 1806 Praha
http://www.phil.muni.cz/fil/scf/komplet/chlup.html,Otokar Chlup,* 30.  8.  1875  Boskovice,† 14. 5. 1965 Praha
http://www.phil.muni.cz/fil/scf/komplet/chudob.html,Bohdan Chudoba,* 21. 11. 1909 Brno,† 2. 1. 1982 Madrid
http://www.phil.muni.cz/fil/scf/komplet/chvati.html,Ivan Chvatík,* 15. 9. 1941 Olomouc,
http://www.phil.muni.cz/fil/scf/komplet/chvatk.html,Květoslav Chvatík,* 19. 1. 1930 Bystřice pod Hostýnem,† 18. 1. 2012 Kostnice
http://www.phil.muni.cz/fil/scf/komplet/jahn.html,Jiljí Jahn,* 19. 6. 1883 Plzeň,† 21. 6. 1947 Plzeň
http://www.phil.muni.cz/fil/scf/komplet/jakbks.html,Jakoubek Václavův ze Stříbra,* asi 1371–1373,† po 1429
http://www.phil.muni.cz/fil/scf/komplet/jakovn.html,Boris Jakovenko,* 5. 6. 1884 S.-Peterburg,† 16. 1. 1949 Praha
http://www.phil.muni.cz/fil/scf/komplet/jakubm.html,Jakub Matějův ze Soběslavi,,
http://www.phil.muni.cz/fil/scf/komplet/jakmol.html,Jakub z Moldy,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/janel.html,Jan Eliášův z Horšovského Týna,*  asi 1428,
http://www.phil.muni.cz/fil/scf/komplet/janfr.html,Jan (Fraňkův) z Berouna,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/janher.html,Jan Heřmanův z Kralovic,,
http://www.phil.muni.cz/fil/scf/komplet/janjak.html,Jan Jakubův z Novosedlic,* 14.–15. stol.,
http://www.phil.muni.cz/fil/scf/komplet/kardin.html,Jan Kardinál z Rejnštejna,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/janrab.html,Jan Mladší z Rabštejna,* 1437,† 18. 11. 1473 Budín
http://www.phil.muni.cz/fil/scf/komplet/janpro.html,Jan Protiva z Nové Vsi,,
http://www.phil.muni.cz/fil/scf/komplet/scolas.html,Jan Scholastik,* ok. 1170,† 1. 9. 1236 Praha
http://www.phil.muni.cz/fil/scf/komplet/janste.html,Jan Štěkna,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/janvav.html,Jan Vavřincův z Bzence (Račic),* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/janbor.html,Jan z Borotína,,
http://www.phil.muni.cz/fil/scf/komplet/janzhr.html,Jan z Hradce (Králové),* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/janjem.html,Jan z Jemnice,* 15. století,
http://www.phil.muni.cz/fil/scf/komplet/janjns.html,Jan z Jenštejna,* 27. 12. 1350 Jenštejn,† 17. 6. 1400 Řím
http://www.phil.muni.cz/fil/scf/komplet/janjes.html,Jan z Jesenice,,
http://www.phil.muni.cz/fil/scf/komplet/janjic.html,Jan z Jičína,,
http://www.phil.muni.cz/fil/scf/komplet/janmyt.html,Jan z Mýta,*  1405,
http://www.phil.muni.cz/fil/scf/komplet/janpri.html,Jan z Příbrami,* asi 1387 Příbram,† 20. 12. 1448 Praha
http://www.phil.muni.cz/fil/scf/komplet/janpus.html,Jan z Pustiměře,,
http://www.phil.muni.cz/fil/scf/komplet/janris.html,Jan z Říště,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/janstr.html,Jan ze Středy,* asi 1310 Vysoké Mýto,† 23. 10. 1380
http://www.phil.muni.cz/fil/scf/komplet/janzel.html,Jan Želivský,,
http://www.phil.muni.cz/fil/scf/komplet/janka.html,Karel Janáček,* 22. 9. 1906 Brno,† 14. 2. 1996 Brno
http://www.phil.muni.cz/fil/scf/komplet/janak.html,Vladimír Janák,"* 2. 3. 1927 Prusy, okr. Přerov",
http://www.phil.muni.cz/fil/scf/komplet/janat.html,Bohumír Janát,*   7. 11. 1949 Tábor,† 29. 11. 1998
http://www.phil.muni.cz/fil/scf/komplet/jandik.html,Karel Jandík,* 7. 1. 1695 Litomyšl,† 24. 12. 1756 Mikulov
http://www.phil.muni.cz/fil/scf/komplet/javurk.html,Zdeněk Javůrek,* 11. 5. 1930 Svalava (Podkarpatská Rus),
http://www.phil.muni.cz/fil/scf/komplet/jelink.html,Tobias Thomas Jelínek,* 19. 2. 1668 Litomyšl,† 16. 5. 1720 Rychnov nad Kněžnou
http://www.phil.muni.cz/fil/scf/komplet/jenek.html,Jenek Václavův z Prahy,,
http://www.phil.muni.cz/fil/scf/komplet/jenist.html,Ladislav Jeništa,* 15. 12. 1873 Brandýs nad Labem,† 19. 3. 1965 Vysoké Mýto
http://www.phil.muni.cz/fil/scf/komplet/jermar.html,Jaromír Jermář,* 10. 7. 1922 Frenštát p. Radhoštěm,† 10. 10. 2010
http://www.phil.muni.cz/fil/scf/komplet/jeronp.html,Jeroným Pražský,* asi 1367,† 30. 5. 1416 Kostnice
http://www.phil.muni.cz/fil/scf/komplet/jerpr.html,Jeroným Pražský (mnich),* ok. 1370 Praha,† 17. 7. 1440 Benátky
http://www.phil.muni.cz/fil/scf/komplet/jerusa.html,Wilhelm Jerusalem,* 11. 10. 1854 Dřenice u Chrudimi,† 15. 7. 1923 Vídeň
http://www.phil.muni.cz/fil/scf/komplet/jesnis.html,Jan Jesenský,* 1566 Vratislav,† 21. 6. 1621 Praha
http://www.phil.muni.cz/fil/scf/komplet/jeschk.html,Josef Bürg Jeschke,* 9. 9. 1902 Žďárky u Náchoda,† 23. 9. 1977 Praha
http://www.phil.muni.cz/fil/scf/komplet/jezc.html,Cyril Jež,* 27. 6. 1876 Kojetín,† 22. 9. 1930 Velehrad
http://www.phil.muni.cz/fil/scf/komplet/jicin.html,Rudolf Jičín,* 19. 3. 1933 Hradec Králové,†   9. 8. 2011 Vimperk
http://www.phil.muni.cz/fil/scf/komplet/jindr.html,Jindřich z Isernie,,
http://www.phil.muni.cz/fil/scf/komplet/jirku.html,Petr Jirků,* 10. 10. 1942 Velké Zboží u Poděbrad,†   5. 8. 2017
http://www.phil.muni.cz/fil/scf/komplet/jodl.html,Friedrich Jodl,* 23. 8. 1849 Mnichov,† 26. 1. 1914 Vídeň
http://www.phil.muni.cz/fil/scf/komplet/jozif.html,Otokar Jozífek,* 1872 Kly u Mělníka,† 5. 10. 1919 Praha
http://www.phil.muni.cz/fil/scf/komplet/jungmn.html,Josef Jungmann,* 16. 7. 1773 Hudlice u Berouna,† 14. 11. 1847 Praha
http://www.phil.muni.cz/fil/scf/komplet/juzl.html,Miloš Jůzl,* 20. 5. 1928 Nová Olešná,† 13. 6. 1996 Chřibská u Děčína
http://www.phil.muni.cz/fil/scf/komplet/kabes.html,Jaroslav Kabeš,* 18. 5. 1896 Tábor,† 15. 8. 1964 Praha
http://www.phil.muni.cz/fil/scf/komplet/kader.html,Eugen Kadeřávek,* 26. 7. 1840 Německý (dnes Havlíčkův) Brod,† 3. 5. 1922 Praha
http://www.phil.muni.cz/fil/scf/komplet/kadner.html,Otakar Kádner,* 11. 5. 1870 Úhonice,† 6. 5. 1936 Poděbrady
http://www.phil.muni.cz/fil/scf/komplet/kafka.html,Franz Kafka,* 3. 7. 1883 Praha,† 3. 6. 1924 Kierling (Rakousko)
http://www.phil.muni.cz/fil/scf/komplet/kachjo.html,Josef Kachník,* 13. 5. 1859 Nivnice u Uherského Brodu,† 3. 12. 1940 Praha
http://www.phil.muni.cz/fil/scf/komplet/kaizl.html,Josef Kaizl,* 10. 6. 1854 Volyně,† 19. 8. 1901 Myškovice
http://www.phil.muni.cz/fil/scf/komplet/kajpr.html,Adolf Kajpr,* 5. 7. 1902 Hředle-Horovice,† 17. 9. 1959 Leopoldov
http://www.phil.muni.cz/fil/scf/komplet/kalndr.html,Záviš Kalandra,* 10.  11.  1902 Frenštát pod Radhoštěm,† 27. 6. 1950 Praha
http://www.phil.muni.cz/fil/scf/komplet/kalist.html,Zdeněk Kalista,* 22. 7. 1900 Benátky nad Jizerou,† 17. 6. 1982 Praha
http://www.phil.muni.cz/fil/scf/komplet/kalivo.html,Robert Kalivoda,* 1. 12. 1923 Praha,† 6. 12. 1989 sanatorium na Pleši
http://www.phil.muni.cz/fil/scf/komplet/kallab.html,Jaroslav Kallab,* 24. 6. 1879 Nové Město na Moravě,† 10. 2. 1942 Brno
http://www.phil.muni.cz/fil/scf/komplet/kalous.html,Josef Kalousek,* 2. 4. 1838 Vamberk,† 22. 11. 1915 Praha
http://www.phil.muni.cz/fil/scf/komplet/kamarj.html,Jan Kamarýt,"* 16. 2. 1927 Sedlice, okr. Benešov",† 8. 11. 2000
http://www.phil.muni.cz/fil/scf/komplet/kamryt.html,Stanislav Kamarýt,"* 10. 11. 1883 Velešín, okr. Český Krumlov",† 30. 7. 1956 Havlíčkův Brod
http://www.phil.muni.cz/fil/scf/komplet/kanak.html,Miloslav Kaňák,* 17. 2. 1917 Bakov nad Jizerou,† 24. 1. 1985 Praha
http://www.phil.muni.cz/fil/scf/komplet/kansky.html,Jiří Kánský,* 16. 4. 1930 Praha,† 24. 10. 1999
http://www.phil.muni.cz/fil/scf/komplet/kapras.html,Jan Nepomuk Kapras,* 25. 5. 1847 Řehoty u Prahy,† 15. 6. 1931 Bydžov
http://www.phil.muni.cz/fil/scf/komplet/kara.html,Karel Kára,* 4. 2. 1923 Záluží u Mostu,† léto 1988 Praha
http://www.phil.muni.cz/fil/scf/komplet/karel.html,Karel IV.,* 14. 5. 1316 Praha,† 29. 11. 1378 Praha
http://www.phil.muni.cz/fil/scf/komplet/karfik.html,Filip Karfík,* 6. 4. 1963 Praha,
http://www.phil.muni.cz/fil/scf/komplet/karfle.html,Lenka Karfíková,* 11. 2. 1963 Praha,
http://www.phil.muni.cz/fil/scf/komplet/kastil.html,Alfred Kastil,* 1874 Graz,† 1950 Innsbruck
http://www.phil.muni.cz/fil/scf/komplet/katkov.html,Georg Katkov,* 27. 11. 1903 Moskva,
http://www.phil.muni.cz/fil/scf/komplet/kaulch.html,Wilhelm Kaulich,* 1819 Teplice nad Metují,† 1881 Graz
http://www.phil.muni.cz/fil/scf/komplet/kautm.html,František Kautman,* 8. 1. 1927 České Budějovice,† 18. 6. 2016 Praha
http://www.phil.muni.cz/fil/scf/komplet/kelsen.html,Hans Kelsen,* 11. 10. 1881 Praha,† 19. 4. 1973 Berkeley (USA)
http://www.phil.muni.cz/fil/scf/komplet/kepler.html,Jan Kepler,* 28. 12. 1571 Weil der Stadt,† 15. 11. 1630 Regensburg
http://www.phil.muni.cz/fil/scf/komplet/kizvet.html,Alexander Kizevetter,* 22. 5. 1866 S.-Peterburg,† 7. 1. 1933 Praha
http://www.phil.muni.cz/fil/scf/komplet/klacel.html,František Matouš Klácel,* 7. 4. 1808 Česká Třebová,† 17. 3. 1882 Belle Plaine (USA)
http://www.phil.muni.cz/fil/scf/komplet/klima.html,Ladislav Klíma,* 22. 8. 1878 Domažlice,† 19. 4.  1928 Praha
http://www.phil.muni.cz/fil/scf/komplet/klofac.html,Jaroslav Klofáč,* 16. 9. 1921 Praha,† 15. 8. 1981 Praha
http://www.phil.muni.cz/fil/scf/komplet/knitel.html,Kašpar Knittel,* 7. 2. 1644 Kladsko,† 11. 12. 1702 Telč
http://www.phil.muni.cz/fil/scf/komplet/kodicl.html,Petr Kodicill z Tulechova,* 24. 2. 1533 Sedlčany,† 29. 10. 1589 Praha
http://www.phil.muni.cz/fil/scf/komplet/kohak.html,Erazim Kohák,* 21. 5. 1933 Praha,†  8. 2. 2020 Praha
http://www.phil.muni.cz/fil/scf/komplet/kohn.html,Jindřich Kohn,* 7. 3. 1874 Příbram,† 12. 3. 1935 Praha
http://www.phil.muni.cz/fil/scf/komplet/kolar.html,Petr Kolář,* 2. 12. 1961 Olomouc,
http://www.phil.muni.cz/fil/scf/komplet/kolrsk.html,Rudolf Kolářský,* 2. 9. 1945 Týniště n. Orlicí,
http://www.phil.muni.cz/fil/scf/komplet/kolda.html,Kolda z Koldic,* mezi 1265–75,† mezi 1323–27
http://www.phil.muni.cz/fil/scf/komplet/kollar.html,Karol Kollár,* 25. 1. 1948 Bratislava,† 14. 7. 2018 Bratislava
http://www.phil.muni.cz/fil/scf/komplet/kolman.html,Arnošt Kolman,* 6. 12. 1892 Praha,† 22. 1. 1979 Stockholm
http://www.phil.muni.cz/fil/scf/komplet/komark.html,Božena Komárková,* 28. 1. 1903 Tišnov,† 27. 1. 1997 Brno
http://www.phil.muni.cz/fil/scf/komplet/komens.html,Jan Amos Komenský,* 28. 3. 1592 Nivnice nebo Uherský Brod,† 15. 11. 1670 Amsterodam
http://www.phil.muni.cz/fil/scf/komplet/konac.html,Mikuláš Konáč z Hodiškova,* asi 1480 Hodiškov u Nového Města na Moravě,† 13. 4. 1546 Praha
http://www.phil.muni.cz/fil/scf/komplet/konecn.html,František Konečný,* 24. 8. 1910 Břest u Hulína,† 5. 7. 1989 Břest u Hulína
http://www.phil.muni.cz/fil/scf/komplet/konecr.html,Robert Konečný,* 23. 4. 1906 Brno,† 15. 10. 1981 Brno
http://www.phil.muni.cz/fil/scf/komplet/konrad.html,Kurt Konrad,* 15. 10. 1908 Třebíč,† 25. 9. 1941 Drážďany
http://www.phil.muni.cz/fil/scf/komplet/waldh.html,Konrád Waldhauser,* asi 1320,† 8. 12. 1369 Praha
http://www.phil.muni.cz/fil/scf/komplet/konstc.html,Konstantin (Cyril),* asi 827 Soluň,† 14. 2. 869 Řím
http://www.phil.muni.cz/fil/scf/komplet/kopcok.html,Andrej Kopčok,* 15. 5. 1928 Báčsky Petrovec (Juhoslávia),† 2008
http://www.phil.muni.cz/fil/scf/komplet/kops.html,Jaromír Kops,* 25. 5. 1933 Bohdašín,† 8. 2. 1989 Bratislava
http://www.phil.muni.cz/fil/scf/komplet/kopsov.html,Raisa Kopsová,* 1. 2. 1936 Ussurijsk (ZSSR – Rusko),
http://www.phil.muni.cz/fil/scf/komplet/kordac.html,František Kordač,* 11. 1. 1852 Šeletice u Mladé Boleslavi,† 26. 4. 1934 Praha
http://www.phil.muni.cz/fil/scf/komplet/korec.html,Jan Korec,* 27. 12. 1856 Protivanov,† 16. 7. 1913 Urbanov u Telče
http://www.phil.muni.cz/fil/scf/komplet/koren.html,Jozef Koreň,* 7. 12. 1887 Ružomberok,† 15. 7. 1969 Prešov
http://www.phil.muni.cz/fil/scf/komplet/kornel.html,Viktorin Kornel ze Všehrd,* 1460 Chrudim,† 21. 9. 1520 Praha
http://www.phil.muni.cz/fil/scf/komplet/korink.html,Alois Kořínek,* 16. 4. 1914 Kostelany u Kroměříže,† 15. 7. 1969 Campo Verano (Řím)
http://www.phil.muni.cz/fil/scf/komplet/kornkj.html,Jan Kořínek,* 12. 2. 1626 Čáslav,† 12. 8. 1680 Praha
http://www.phil.muni.cz/fil/scf/komplet/kosik.html,Karel Kosík,* 26. 6. 1926 Praha,† 21. 2. 2003
http://www.phil.muni.cz/fil/scf/komplet/kosin.html,Jan Evangelista Kosina,* 22. 12. 1827 Josefov,† 10. 12. 1899 Olomouc
http://www.phil.muni.cz/fil/scf/komplet/kosmas.html,Kosmas,* asi 1045,† 21. 10. 1125 Praha
http://www.phil.muni.cz/fil/scf/komplet/kostlc.html,Václav Ignác Kostelecký,* mezi 1634–38 Hradec Králové,† 29. 4. 1681 Mikulov
http://www.phil.muni.cz/fil/scf/komplet/kottko.html,Petr Koťátko,* 12. 1. 1955 Brno,
http://www.phil.muni.cz/fil/scf/komplet/kotik.html,Antonín Kotík,* 16. 11. 1840 Nová Paka,† 6. 2. 1919 Nová Paka
http://www.phil.muni.cz/fil/scf/komplet/kouba.html,Pavel Kouba,* 23. 4. 1953 Písek,
http://www.phil.muni.cz/fil/scf/komplet/kourim.html,Zdeněk Kouřím,* 14. 7. 1932 Náchod,
http://www.phil.muni.cz/fil/scf/komplet/kozkjb.html,Jan Blahoslav Kozák,* 4. 8. 1888 Čáslav,† 9. 1. 1974 Praha
http://www.phil.muni.cz/fil/scf/komplet/kozlow.html,Wladysłav Mieczysław Kozłowski,* 17. 11. 1858 Kyjev,† 25. 4. 1935 Konstancin u Varšavy
http://www.phil.muni.cz/fil/scf/komplet/kozmin.html,Zdeněk Kožmín,"* 28. 2. 1925 Hněvice, okr. Litoměřice",† 12. 11. 2007 Brno
http://www.phil.muni.cz/fil/scf/komplet/kralj.html,Josef Král,* 31. 10. 1882 Peřimov u Turnova,† 22. 2. 1978 Praha
http://www.phil.muni.cz/fil/scf/komplet/kral-m.html,Miloslav Král,* 5. 4. 1930 Starý Samechov,† 2018
http://www.phil.muni.cz/fil/scf/komplet/kramro.html,Oldřich Kramář,* 16. 6. 1848 Vysoké nad Jizerou,† 18. 4. 1924 Praha
http://www.phil.muni.cz/fil/scf/komplet/krmris.html,Matěj Václav Kramerius,* 9. 2. 1753 Klatovy,† 22. 3. 1808 Praha
http://www.phil.muni.cz/fil/scf/komplet/krasnc.html,Vavřinec Krasonický,* asi 1460 Krasonice (záp. Morava),† 1532
http://www.phil.muni.cz/fil/scf/komplet/kratna.html,Ferdinand Kratina,* 7. 5. 1885 Brno,† 14. 12. 1944 Brno
http://www.phil.muni.cz/fil/scf/komplet/krat-a.html,Antonín Kratochvil,* 31. 8. 1924 Brno,† 11. 12. 2004 Mnichov
http://www.phil.muni.cz/fil/scf/komplet/kratj.html,Josef Kratochvil,* 9. 3. 1882 Dolní Kounice,† 7. 4. 1940 Brno
http://www.phil.muni.cz/fil/scf/komplet/kratzd.html,Zdeněk Kratochvíl,* 30. 10. 1950 Brno,
http://www.phil.muni.cz/fil/scf/komplet/kraus.html,Oskar Kraus,* 20. 4. 1874 Praha,† 1942 Londýn
http://www.phil.muni.cz/fil/scf/komplet/krejfr.html,František Krejčí,* 21. 8. 1858 Hostinné,† 24. 5. 1934 Praha
http://www.phil.muni.cz/fil/scf/komplet/krejfv.html,František Václav Krejčí,* 4. 10. 1867 Česká Třebová,† 30. 9. 1941 Praha
http://www.phil.muni.cz/fil/scf/komplet/krejcj.html,Jaroslav Krejčí,* 13. 2. 1916 Polešovice u Uherského Hradiště,"† 16. 2. 2014 Lancaster, Velká Británie"
http://www.phil.muni.cz/fil/scf/komplet/krejcr.html,Rudolf Krejčí,* 4. 3. 1929 Hrušky u Břeclavi,"† 9. 12. 2018 Fairbanks, Aljaška, USA"
http://www.phil.muni.cz/fil/scf/komplet/krob.html,Josef Krob,* 9. 12. 1956 Žďár nad Sázavou,
http://www.phil.muni.cz/fil/scf/komplet/kronsk.html,Tadeusz Juliusz Wacław Kro\' n,* 14. 7. 1907 Varšava,† 6. 6. 1958 Varšava
http://www.phil.muni.cz/fil/scf/komplet/kroupa.html,Daniel Kroupa,* 6. 1. 1949 Plzeň,
http://www.phil.muni.cz/fil/scf/komplet/krups.html,Samuel Krupský,* 7. 10. 1646 Praha,† 21. 4. 1697 Jičín
http://www.phil.muni.cz/fil/scf/komplet/kristp.html,Křišťan z Prachatic,* po 1360,† 1439
http://www.phil.muni.cz/fil/scf/komplet/krivsk.html,Pavel Křivský,* 12. 11. 1912 Bílek u Chotěboře,† 15. 12. 1989
http://www.phil.muni.cz/fil/scf/komplet/kriz.html,Antonín Kříž,* 25. 3. 1889 Nemotice u Koryčan,† 2. 4. 1965 Brno
http://www.phil.muni.cz/fil/scf/komplet/kriznc.html,Jaroslav Kříženecký,* 2. 3. 1896 Praha,† 26. 12. 1964 Brno
http://www.phil.muni.cz/fil/scf/komplet/kubes.html,Vladimír Kubeš,* 19. 7. 1908 Brno,† 14. 11. 1988 Brno
http://www.phil.muni.cz/fil/scf/komplet/kucera.html,Zdeněk Kučera,* 30. 3. 1930 Bratislava,† 15. 6. 2019
http://www.phil.muni.cz/fil/scf/komplet/kucirk.html,Jiří Kučírek,* 11. 3. 1948 Brno,
http://www.phil.muni.cz/fil/scf/komplet/kudrna.html,Jaroslav Kudrna,* 31. 10. 1926 Vlkanov,† 25. 3. 1996 Brno
http://www.phil.muni.cz/fil/scf/komplet/kuchar.html,Ivan Kuchár,* 9. 8. 1932 Žarnovica,† 13. 4. 1998 Praha
http://www.phil.muni.cz/fil/scf/komplet/kuna.html,Ivan Kuna,* 23. 9. 1930 Plzeň,† 17. 7. 2019 Plzeň
