url,name,birth,death
http://www.phil.muni.cz/fil/scf/komplet/kunes.html,Kuneš z Třebovle,* mezi 1340–45,† asi 1397
http://www.phil.muni.cz/fil/scf/komplet/kunstv.html,Otakar Kunstovný,* 13. 7. 1884 Jindřichův Hradec,† 9. 9. 1945 Praha
http://www.phil.muni.cz/fil/scf/komplet/kunte.html,Ladislav Kunte,"* 22. 4. 1874 Čestín, okr. Kutná Hora",† 19. 4. 1945 Straubing (Německo)
http://www.phil.muni.cz/fil/scf/komplet/kvet.html,František Bolemír Květ,* 4. 4. 1825 Tábor,† 18. 7. 1864 Varšava
http://www.phil.muni.cz/fil/scf/komplet/kybalv.html,Vlastimil Kybal,* 30. 5. 1880 Černochov u Loun,† 2. 1. 1958 Washington
http://www.phil.muni.cz/fil/scf/komplet/kypry.html,Vladimír Kyprý,* 6. 2. 1954 Dačice,
http://www.phil.muni.cz/fil/scf/komplet/lahulk.html,Zdeněk Lahulek-Faltys,* 29. 1. 1894 Pardubice,† 29. 4. 1962 Praha
http://www.phil.muni.cz/fil/scf/komplet/laiberg.html,Karel Laiberg,* 1. 4. 1844,† 31. 12. 1917 Paříž
http://www.phil.muni.cz/fil/scf/komplet/laicht.html,Jan Laichter,* 28. 12. 1858 Dobruška,† 31. 10. 1946 Praha
http://www.phil.muni.cz/fil/scf/komplet/lajcia.html,Ján Lajčiak,* 26. 7. 1875 Pribylina,† 28. 10. 1918 Vyšná Boca
http://www.phil.muni.cz/fil/scf/komplet/langa.html,Alois Lang,* 12. 6. 1869 Držovice u Prostějova,† 6. 5. 1957 Prostějov
http://www.phil.muni.cz/fil/scf/komplet/lapsin.html,Ivan Lapšin,* 24. 10. 1870 Moskva,† 17. 11. 1952 Praha
http://www.phil.muni.cz/fil/scf/komplet/laskav.html,Václav Láska,* 24. 8. 1862 Praha,† 27. 7. 1943 Řevnice
http://www.phil.muni.cz/fil/scf/komplet/lasek.html,Jan Blahoslav Lášek,* 20. 7. 1956 Jaroměř,
http://www.phil.muni.cz/fil/scf/komplet/lenz.html,Antonín Lenz,* 20. 2. 1829 Bartlov u Netolic,† 2. 10. 1901 Praha
http://www.phil.muni.cz/fil/scf/komplet/leonh.html,Hermann Karl von Leonhardi,* 1809 Frankfurt n. M.,† 1875 Praha
http://www.phil.muni.cz/fil/scf/komplet/lepar.html,Jan Lepař,* 16. 5. 1827 Lipňany u Přerova,† 1. 7. 1902 Praha
http://www.phil.muni.cz/fil/scf/komplet/lepka.html,Antonín Lepka,* 9. 6. 1905 Kunštát,† 13. 3. 1990 Hradiště u Znojma
http://www.phil.muni.cz/fil/scf/komplet/lepin.html,Zdeněk Leppin,* 11. 3. 1932 Praha,
http://www.phil.muni.cz/fil/scf/komplet/lesko.html,Vladimír Leško,* 15. 3. 1950 Prešov,
http://www.phil.muni.cz/fil/scf/komplet/likwec.html,Josef Kalasanský Likawetz,* 25. 11. 1773 Žinkovy u Přeštic,† 13. 1. 1850 Lublaň
http://www.phil.muni.cz/fil/scf/komplet/lindnr.html,Gustav Adolf Lindner,* 11. 3. 1828 Rožďalovice,† 16. 10. 1887 Praha-Královské Vinohrady
http://www.phil.muni.cz/fil/scf/komplet/linhrf.html,František Linhart,* 7. 10. 1882 Kracovice u Třebíče,† 18. 4. 1959 Praha
http://www.phil.muni.cz/fil/scf/komplet/linhrt.html,Karel Linhart,* 1. 12. 1932 Zelená Lhota u Železné Rudy,
http://www.phil.muni.cz/fil/scf/komplet/liprt.html,Julius Lippert,* 12. 4. 1839 Broumov,† 12. 11. 1909 Praha
http://www.phil.muni.cz/fil/scf/komplet/lobkow.html,Mikuláš Lobkowicz,* 9. 7. 1931 Praha,
http://www.phil.muni.cz/fil/scf/komplet/lewnst.html,Bedřich Loewenstein,* 20. 6. 1929 Praha,
http://www.phil.muni.cz/fil/scf/komplet/lochm.html,Jan Milič Lochman,* 3. 4. 1922 Nové Město nad Metují,† 21. 1. 2004 Basilej
http://www.phil.muni.cz/fil/scf/komplet/lomnck.html,Šimon Lomnický z Budče,* 1552 Lomnice nad Lužnicí,† 1623 Praha
http://www.phil.muni.cz/fil/scf/komplet/lrnzov.html,Helena Lorenzová,* 13. 5. 1945 Praha,
http://www.phil.muni.cz/fil/scf/komplet/loskot.html,František Loskot,* 9. 2. 1870 Vraclav (u Vysokého Mýta),† 16. 2. 1932 Praha
http://www.phil.muni.cz/fil/scf/komplet/loskij.html,Nikolaj Losskij,* 24. 11 1870 Kreslavka (Bělorusko),† 24. 1. 1965 Paříž
http://www.phil.muni.cz/fil/scf/komplet/loukot.html,Jiří Loukotka,* 3. 2. 1925 Mirotice,† 11. 11. 1981 Brno
http://www.phil.muni.cz/fil/scf/komplet/louzil.html,Jaromír Loužil,* 8. 1. 1926 Jaroměř,† 1. 8. 2013
http://www.phil.muni.cz/fil/scf/komplet/louzlo.html,Olga Loužilová,* 22. 7. 1929 Praha,† 1. 9. 2018 Holice
http://www.phil.muni.cz/fil/scf/komplet/loew.html,Rabi Löw,* 1512,† 1609 Praha
http://www.phil.muni.cz/fil/scf/komplet/loewe.html,Johann Heinrich Löwe,* 1808 Praha,† 1892 Praha
http://www.phil.muni.cz/fil/scf/komplet/ludvik.html,Jaroslav Ludvíkovský,* 4. 6. 1895 Střelské Hoštice u Horažďovic,† 23. 10. 1984 Brno
http://www.phil.muni.cz/fil/scf/komplet/macku.html,Jan Macků,* 24. 5. 1919 Brno,† 28. 9. 1983 Brno
http://www.phil.muni.cz/fil/scf/komplet/madr.html,Oto Mádr,* 15. 2. 1917 Praha,† 27. 2. 2011 Praha
http://www.phil.muni.cz/fil/scf/komplet/magni.html,Valerián Magni,* 1586 Milán,† 29. 7. 1661 Salcburk
http://www.phil.muni.cz/fil/scf/komplet/mach.html,Ernst Mach,* 18. 2. 1838 Chrlice u Brna,† 19. 2. 1916 Haar u Mnichova
http://www.phil.muni.cz/fil/scf/komplet/macha.html,Karel Mácha,* 2. 1. 1931 Dírná u Soběslavi,
http://www.phil.muni.cz/fil/scf/komplet/machkh.html,Karel Hynek Mácha,* 16. 11. 1810 Praha,† 6. 11.  1836 Litoměřice
http://www.phil.muni.cz/fil/scf/komplet/machjs.html,Josef Macháček,* 4. 12. 1917 Brno,† 12. 7. 1984 Brno
http://www.phil.muni.cz/fil/scf/komplet/machek.html,Matěj Machek,* 18. 1. 1795 Poděčely u Chroustovic,† 11. 12. 1862 Lhota u Chroustovic
http://www.phil.muni.cz/fil/scf/komplet/machot.html,Otakar Machotka,* 29. 11. 1899 Praha,† 29. 7. 1970 Endicott (USA)
http://www.phil.muni.cz/fil/scf/komplet/mach-d.html,Dušan Machovec,* 12. 1. 1929 Praha,† 20. 4. 2005
http://www.phil.muni.cz/fil/scf/komplet/mach-m.html,Milan Machovec,* 23. 8. 1925 Praha,† 15. 1. 2003 Praha
http://www.phil.muni.cz/fil/scf/komplet/major.html,Ladislav Major,* 27. 5. 1935 Budapešt,† 22. 7. 2019 
http://www.phil.muni.cz/fil/scf/komplet/makov.html,Emanuel Makovička,* 7. 11. 1851 Praha,† 4. 6. 1890 Beroun
http://www.phil.muni.cz/fil/scf/komplet/maly.html,Jakub Josef Dominik Malý,* 4. 8. 1811 Praha,† 7. 3. 1885 Praha
http://www.phil.muni.cz/fil/scf/komplet/malyri.html,Rudolf Ina Malý,* 17. 4. 1889 Staré Ždánice u Pardubic,† 13. 4. 1965 Praha
http://www.phil.muni.cz/fil/scf/komplet/marcel.html,Miroslav Marcelli,* 7. 9. 1947 Žilina,
http://www.phil.muni.cz/fil/scf/komplet/marcus.html,Jan Marcus Marci,* 13. 6. 1595 Lanškroun,† 10. 4. 1667 Praha
http://www.phil.muni.cz/fil/scf/komplet/marek.html,Antonín Marek,* 5. 9. 1785 Turnov,† 15. 2. 1877 Praha
http://www.phil.muni.cz/fil/scf/komplet/marekj.html,Jaroslav Marek,* 27. 11. 1926 Nitra,† 18. 12. 2011 Brno
http://www.phil.muni.cz/fil/scf/komplet/maresf.html,František Mareš,* 20. 10. 1857 Opatovice u Hluboké nad Vltavou,† 6. 2. 1942 Hluboká nad Vltavou
http://www.phil.muni.cz/fil/scf/komplet/markal.html,Bohumil Markalous,* 16. 4. 1882 Klatovy,† 24. 4. 1952 Jaroměř
http://www.phil.muni.cz/fil/scf/komplet/martku.html,Martin Kunšův z Prahy,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/lupac.html,Martin Lupáč,,
http://www.phil.muni.cz/fil/scf/komplet/martin.html,Martin z Hořepníka,* 15. století,
http://www.phil.muni.cz/fil/scf/komplet/martkl.html,Martin z Klatov,* 1498 Klatovy,† 24. 6. 1555 Klatovy
http://www.phil.muni.cz/fil/scf/komplet/martpl.html,Martin z Plzně,* 14. století,
http://www.phil.muni.cz/fil/scf/komplet/martnk.html,Jaroslav Martinka,* 29. 4. 1930 Strkovice,† 2. 9. 2013 Bratislava
http://www.phil.muni.cz/fil/scf/komplet/marty.html,Anton Marty,* 18. 10. 1847 Schwyz,† 1. 10. 1914 Praha
http://www.phil.muni.cz/fil/scf/komplet/marsia.html,Martin Marušiak,* 30. 1. 1931 Hybe,† 2005
http://www.phil.muni.cz/fil/scf/komplet/marrva.html,Mařík Rvačka,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/marben.html,Mařík z Benešova,* 15. století,
http://www.phil.muni.cz/fil/scf/komplet/masar.html,Tomáš Garrigue Masaryk,* 7. 3. 1850 Hodonín,† 14. 9. 1937 Lány u Prahy
http://www.phil.muni.cz/fil/scf/komplet/masard.html,Rudolf Máša,* 7. 4. 1880 Kněževes u Rakovníka,
http://www.phil.muni.cz/fil/scf/komplet/masat.html,Antonín Mašát,* 18. 11. 1692 Pacov,† 1. 2. 1747 Lipník nad Bečvou
http://www.phil.muni.cz/fil/scf/komplet/matbyd.html,Matěj z Bydžova,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/matjan.html,Matěj z Janova,* mezi 1350–55 Janov u Mladé Vožice,† 30. 11. 1393 Praha
http://www.phil.muni.cz/fil/scf/komplet/matzkn.html,Matěj z Knína,,
http://www.phil.muni.cz/fil/scf/komplet/matej.html,Matěj z Pelhřimova,* 15.–16. století,
http://www.phil.muni.cz/fil/scf/komplet/matpob.html,Matěj z Poběžovic,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/mat-m.html,Miloš Materna,* 9. 4. 1892 Horní Beřkovice,† 4. 8. 1951 Praha
http://www.phil.muni.cz/fil/scf/komplet/matpav.html,Pavel Materna,* 21. 4. 1930 Hněvkovice,
http://www.phil.muni.cz/fil/scf/komplet/mathau.html,Zdeněk Mathauser,"* 3. 6. 1920 Rudolfov, okr. České Budějovice",† 27. 5. 2007 Praha
http://www.phil.muni.cz/fil/scf/komplet/matoch.html,Josef Karel Matocha,* 14. 5. 1888 Pitín u Uherského Hradiště,† 2. 11. 1961 Olomouc
http://www.phil.muni.cz/fil/scf/komplet/matous.html,Miloslav Matoušek,* 29. 8. 1900 Domažlice,† 1. 4. 1985 Praha
http://www.phil.muni.cz/fil/scf/komplet/mauthf.html,Fritz Mauthner,* 22. 11. 1849 Hořice,† 28. 6. 1923 Meersburg
http://www.phil.muni.cz/fil/scf/komplet/meinrt.html,Joseph Georg Meinert,* 22. 2. 1773 Litoměřice,† 15. 5. 1844 Bartošovice u Nového Jičína
http://www.phil.muni.cz/fil/scf/komplet/menzel.html,Ladislav Menzel,* 13. 6. 1929 Praha,† 11. 7. 1978 Praha
http://www.phil.muni.cz/fil/scf/komplet/meszar.html,Ondrej Mészáros,* 11. 7. 1949 Vojtechovce,
http://www.phil.muni.cz/fil/scf/komplet/mezen.html,Pavel Mezenský,* 1. 1. 1648 Kostelní Vydří,† 30. 10. 1701 Praha
http://www.phil.muni.cz/fil/scf/komplet/mihina.html,František Mihina,* 25. 12. 1944 Smolenice,
http://www.phil.muni.cz/fil/scf/komplet/michci.html,Michal Čížek z Malenic,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/michpr.html,Michal z Prahy,,
http://www.phil.muni.cz/fil/scf/komplet/michlk.html,Jiří Michálek,* 9. 2. 1941 Rakovník,
http://www.phil.muni.cz/fil/scf/komplet/michnk.html,Karel Michňák,* 5. 3. 1930 Ostravice,† 10. 4. 1992 Praha
http://www.phil.muni.cz/fil/scf/komplet/mika.html,Jan Marian Mika,* 9. 2. 1754 Praha,† 3. 3. 1816 Jihlava
http://www.phil.muni.cz/fil/scf/komplet/miklik.html,Josef Konstantin Miklík,* 21. 3. 1895 Žopy u Holešova,† 31. 12. 1966 Rio de Janeiro
http://www.phil.muni.cz/fil/scf/komplet/miks.html,Josef Mikš,* 19. 4. 1853 Chvalkovice u Jaroměře,† 10. 9. 1923 Rokycany
http://www.phil.muni.cz/fil/scf/komplet/mikbic.html,Mikuláš Biceps,,
http://www.phil.muni.cz/fil/scf/komplet/mikbis.html,Mikuláš z Pelhřimova,* asi 1385 Poděbrady,† 1460 Poděbrady
http://www.phil.muni.cz/fil/scf/komplet/miksto.html,Mikuláš Ondřejův ze Stojčína,,
http://www.phil.muni.cz/fil/scf/komplet/mikbud.html,Mikuláš z Budějovic,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/mikdr.html,Mikuláš z Drážďan,,
http://www.phil.muni.cz/fil/scf/komplet/miklit.html,Mikuláš z Litomyšle,,
http://www.phil.muni.cz/fil/scf/komplet/miklou.html,Mikuláš z Loun,,
http://www.phil.muni.cz/fil/scf/komplet/mikmil.html,Mikuláš z Miličína,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/mikpav.html,Mikuláš z Pavlíkova,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/mikzpr.html,Mikuláš z Prahy,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/mikrak.html,Mikuláš z Rakovníka,,
http://www.phil.muni.cz/fil/scf/komplet/mikrec.html,Mikuláš z Řečice,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/milic.html,Milíč z Kroměříže,* po 1320 Kroměříž,† 29. 6. 1374 Avignon
http://www.phil.muni.cz/fil/scf/komplet/mircuk.html,Ivan Mirčuk,"* 18. 6. 1891 Stryj (Východní Halič, dnes Ukrajina)",† 2. 5. 1961 Mnichov
http://www.phil.muni.cz/fil/scf/komplet/miskov.html,Vlasta Tatjána Miškovská,* 4. 11. 1908 Praha,† 1. 2. 1980 Praha
http://www.phil.muni.cz/fil/scf/komplet/mlezva.html,Miroslav Mleziva,* 21. 3. 1929 Plzeň,† 6. 5. 1990 Praha
http://www.phil.muni.cz/fil/scf/komplet/mokrej.html,Antonín Mokrejš,* 9. 11. 1932 Otaslavice u Prostějova,
http://www.phil.muni.cz/fil/scf/komplet/molnar.html,Amedeo Molnár,* 24. 1. 1923 Praha,† 31. 1. 1990 Praha
http://www.phil.muni.cz/fil/scf/komplet/mraz.html,Milan Mráz,* 20. 2. 1939 Praha,† 14. 12. 2010
http://www.phil.muni.cz/fil/scf/komplet/mukar.html,Jan Mukařovský,* 11. 11. 1891 Písek,† 8. 2. 1975 Praha
http://www.phil.muni.cz/fil/scf/komplet/munz.html,Teodor Münz,,
http://www.phil.muni.cz/fil/scf/komplet/muzik.html,Josef Mužík,"* 24. 9. 1928 Libkov, okr. Domažlice",† 19. 5. 2001 Praha
http://www.phil.muni.cz/fil/scf/komplet/myslik.html,Jiří Myslikovský,* 25. 4. 1718 Jirny u Prahy,† 22. 9. 1758 Mikulov
http://www.phil.muni.cz/fil/scf/komplet/nahlow.html,Joseph Wilhelm Nahlowsky,* 10. 3. 1812 Praha,† 15. 1. 1885 Graz
http://www.phil.muni.cz/fil/scf/komplet/navjos.html,Josef Navrátil,* 9. 6. 1904 Kelčany,† 12. 1. 1980 Praha
http://www.phil.muni.cz/fil/scf/komplet/navrat.html,Václav Navrátil,* 21. 12. 1904 Kolín nad Labem,† 25. 4. 1961 Praha
http://www.phil.muni.cz/fil/scf/komplet/nebes.html,Václav Bolemír Nebeský,* 18. 8. 1818 Nový Dvůr u Kokořína,† 17. 8. 1882 Praha
http://www.phil.muni.cz/fil/scf/komplet/neff.html,Vladimír Neff,* 13. 6. 1909 Praha,† 2. 7. 1983 Praha
http://www.phil.muni.cz/fil/scf/komplet/nechut.html,Jana Nechutová,* 28. 11. 1936 Olomouc,
http://www.phil.muni.cz/fil/scf/komplet/nejed.html,Zdeněk Nejedlý,* 10. 2. 1878 Litomyšl,† 9. 3. 1962 Praha
http://www.phil.muni.cz/fil/scf/komplet/nemec.html,František Němec,* 23. 1. 1907 Lovčice,† 29. 12. 1975 Osvětimany
http://www.phil.muni.cz/fil/scf/komplet/nemecj.html,Jiří Němec,* 18. 10. 1932 Praha,† 4. 10. 2001 Praha
http://www.phil.muni.cz/fil/scf/komplet/nemckx.html,František Xaver Němeček,* 24. 7. 1766 Sadská,† 19. 3. 1849 Vídeň
http://www.phil.muni.cz/fil/scf/komplet/nemesk.html,Pavel Nemeškal,* 6. 5. 1908 Radkovice,† 16. 9. 1983 Kůsov u Vimperka
http://www.phil.muni.cz/fil/scf/komplet/netop.html,Jakub Netopilík,* 22. 4. 1926,† 5. 6. 1990
http://www.phil.muni.cz/fil/scf/komplet/neubzd.html,Zdeněk Neubauer,* 30. 5. 1942 Brno,† 5. 7. 2016
http://www.phil.muni.cz/fil/scf/komplet/neuman.html,Stanislav Kostka Neumann,* 5. 6. 1875 Praha,† 28. 6. 1947 Praha
http://www.phil.muni.cz/fil/scf/komplet/nosekj.html,Jiří Nosek,* 12. 4. 1948 Vysoké nad Jizerou,
http://www.phil.muni.cz/fil/scf/komplet/novaka.html,Arne Novák,* 2. 3. 1880 Litomyšl,† 26. 11. 1939 Polička
http://www.phil.muni.cz/fil/scf/komplet/novak.html,Mirko Novák,* 3. 10. 1901 Praha,† 16. 9. 1980 Praha
http://www.phil.muni.cz/fil/scf/komplet/novgor.html,Pavel Novgorodcev,* 28. 2. 1866 Bachmut (Ukrajina),† 23. 4. 1924 Praha
http://www.phil.muni.cz/fil/scf/komplet/novikv.html,Michail Novikov,* 27. 3. 1876 Moskva,† 1956 Mnichov
http://www.phil.muni.cz/fil/scf/komplet/novtna.html,Adolf Novotný,* 27. 6. 1891 Praha,† 22. 5. 1968 Praha
http://www.phil.muni.cz/fil/scf/komplet/novfr.html,František Novotný,* 29. 8. 1881 Hlína v Čechách,† 20. 9. 1964 Brno
http://www.phil.muni.cz/fil/scf/komplet/novtnj.html,Josef Novotný,* 5. 10. 1872 Topol u Chrudimi,† 16. 4. 1926 Olomouc
http://www.phil.muni.cz/fil/scf/komplet/novotn.html,Zdeněk Novotný,* 13. 2. 1949 Vsetín,
http://www.phil.muni.cz/fil/scf/komplet/novoz.html,Jana Novozámská,* 26. 1. 1933 Břežany,
http://www.phil.muni.cz/fil/scf/komplet/novy.html,Lubomír Nový,* 15. 4. 1930 Třebíč,† 15. 11. 1996 Brno
http://www.phil.muni.cz/fil/scf/komplet/ocko.html,Mistr Očko,* 13. století,
http://www.phil.muni.cz/fil/scf/komplet/odlzli.html,Otakar Odložilík,* 12. 1. 1899 Kostelec u Holešova,† 14. 7. 1973 Bohinje (Slovinsko)
http://www.phil.muni.cz/fil/scf/komplet/ondrbr.html,Ondřej z Brodu,* ok. 1364,† 15. 10. 1427
http://www.phil.muni.cz/fil/scf/komplet/ondkok.html,Ondřej z Kokořína,,
http://www.phil.muni.cz/fil/scf/komplet/opat.html,Jaroslav Opat,* 11. 4. 1924 Vojnův Městec,† 4. 7. 2015
http://www.phil.muni.cz/fil/scf/komplet/orel.html,Vítězslav Orel,* 29. 5. 1926 Lískovec u Koryčan,† 13. 8. 2015 Brno
http://www.phil.muni.cz/fil/scf/komplet/osolsb.html,Ivo Osolsobě,* 26. 3. 1928 Brno,† 27. 9. 2012
http://www.phil.muni.cz/fil/scf/komplet/osusky.html,Samuel Štefan Osuský,* 7. 6. 1888 Brezová pod Bradlom,† 14. 11. 1975 Brezová pod Bradlom
http://www.phil.muni.cz/fil/scf/komplet/otazbr.html,Ota Zbraslavský,,
http://www.phil.muni.cz/fil/scf/komplet/ovecka.html,Jaroslav Ovečka,* 26. 12. 1882 Litenčice u Kroměříže,† 27. 9. 1953
http://www.phil.muni.cz/fil/scf/komplet/palac.html,František Palacký,* 14. 6. 1798 Hodslavice,† 26. 5. 1876 Praha
http://www.phil.muni.cz/fil/scf/komplet/palous.html,Radim Palouš,* 6. 11. 1924 Praha,† 10. 9. 2015
http://www.phil.muni.cz/fil/scf/komplet/pamrov.html,Anna Pammrová,* 29. 6. 1860 Jinošov,† 19. 9. 1945 Žďárec
http://www.phil.muni.cz/fil/scf/komplet/patock.html,Jan Patočka,* l. 6. 1907 Turnov,† 13. 3. 1977 Praha
http://www.phil.muni.cz/fil/scf/komplet/pauza.html,Miroslav Pauza,* 19. 8. 1951 Prostějov,† 17. 12. 2020  
http://www.phil.muni.cz/fil/scf/komplet/pavzpr.html,Pavel Václavův z Prahy,,
http://www.phil.muni.cz/fil/scf/komplet/pavkra.html,Pavel z Kravař,,
http://www.phil.muni.cz/fil/scf/komplet/pavost.html,Pavel z Ostrova,,
http://www.phil.muni.cz/fil/scf/komplet/zidek.html,Pavel z Prahy,* 1413 Praha,† 1471
http://www.phil.muni.cz/fil/scf/komplet/pavl.html,Jan Pavlík, * 24. 12. 1724 Olomouc,
http://www.phil.muni.cz/fil/scf/komplet/pavlik.html,Ján Pavlík,* 1. 4. 1956 Košice,
http://www.phil.muni.cz/fil/scf/komplet/pavlhe.html,Helena Pavlincová,* 21. 3. 1948 Brno,
http://www.phil.muni.cz/fil/scf/komplet/pavlnc.html,Štěpán Milan Pavlinec,* 18. 6. 1921 Louny,† 21. 8. 2012
http://www.phil.muni.cz/fil/scf/komplet/pecka.html,Dominik Pecka,* 4. 8. 1895 Čejkovice,† 1. 5. 1981 Moravec
http://www.phil.muni.cz/fil/scf/komplet/pechar.html,Jiří Pechar,* 7. 5. 1929 Příbram, † 22. 8. 2022
http://www.phil.muni.cz/fil/scf/komplet/pekar.html,Josef Pekař,* 12. 4. 1870 Malý Rohozec,† 23. 1. 1937 Praha
http://www.phil.muni.cz/fil/scf/komplet/pelant.html,Karel Pelant,* 28. 10. 1874 Praha,† 24. 1. 1925
http://www.phil.muni.cz/fil/scf/komplet/pelikf.html,Ferdinand Pelikán,* 3. 6. 1885 Praha,† 5. 9. 1952 Praha
http://www.phil.muni.cz/fil/scf/komplet/pergr.html,Jaroslav Peregrin,* 28. 1. 1957 Hradec Králové,
http://www.phil.muni.cz/fil/scf/komplet/pertld.html,Otakar Pertold,* 21. 3. 1884 Jaroměř,† 3. 5. 1965 Praha
http://www.phil.muni.cz/fil/scf/komplet/pesek.html,Jiří Pešek,* 7. 6. 1929 Praha,† září 2004
http://www.phil.muni.cz/fil/scf/komplet/peskva.html,Jaroslava Pešková,* 20. 3. 1929 Plzeň,† 3. 2. 2006 Praha
http://www.phil.muni.cz/fil/scf/komplet/petpay.html,Petr Payne,* asi 1385,† 1. 9. 1456 Praha
http://www.phil.muni.cz/fil/scf/komplet/petrro.html,Petr Roudnický,,
http://www.phil.muni.cz/fil/scf/komplet/petbra.html,Petr z Brandýsa,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petdob.html,Petr z Dobřichova,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petrhr.html,Petr z Hradce Králové,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petkon.html,Petr z Koněprus,,
http://www.phil.muni.cz/fil/scf/komplet/petlet.html,Petr z Letovic,,
http://www.phil.muni.cz/fil/scf/komplet/petnah.html,Petr z Nahošic,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petpol.html,Petr z Police,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petuje.html,Petr z Újezda,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petsep.html,Petr ze Sepekova,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petstu.html,Petr ze Stupna,,
http://www.phil.muni.cz/fil/scf/komplet/petzno.html,Petr ze Znojma,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/petrzt.html,Petr Žitavský,* mezi 1260–70,† asi 1339
http://www.phil.muni.cz/fil/scf/komplet/petras.html,Josef svobodný pán Petráš,* 19. 10. 1714 Slavonský Brod,† 15. 5. 1772 Starý Hrad u Bučovic
http://www.phil.muni.cz/fil/scf/komplet/petrml.html,Miroslav Petříček jr.,* 21. 2. 1951 Praha,
http://www.phil.muni.cz/fil/scf/komplet/pichl.html,Tibor Pichler,* 3. 3. 1949 Bratislava,
http://www.phil.muni.cz/fil/scf/komplet/pinc.html,Zdeněk Pinc,* 10. 2. 1945 Příbram,
http://www.phil.muni.cz/fil/scf/komplet/piseck.html,Václav Písecký,* 1482 Písek,† 1511 Benátky
http://www.phil.muni.cz/fil/scf/komplet/pitter.html,Přemysl Pitter,* 21. 6. 1895 Praha,† 15. 2. 1976 Curych
http://www.phil.muni.cz/fil/scf/komplet/pleyer.html,Josef Pleyer,* 26. 4. 1709 Česká Kubice,† 1799 Česká Kubice
http://www.phil.muni.cz/fil/scf/komplet/podlha.html,Antonín Podlaha,* 22. 1. 1865 Praha,† 14. 2. 1932 Praha
http://www.phil.muni.cz/fil/scf/komplet/pokora.html,Timoteus Pokora,* 26. 6. 1928 Brno,† 11. 7. 1985 Praha
http://www.phil.muni.cz/fil/scf/komplet/pokorp.html,Petr Pokorný,* 21. 4. 1933 Brno,† 18. 1. 2020 Praha
http://www.phil.muni.cz/fil/scf/komplet/polach.html,Ota Polách,* 22. 5. 1908 Boskovice,† 6. 11. 1969 Praha
http://www.phil.muni.cz/fil/scf/komplet/polakv.html,Jolana Poláková,* 14. 5. 1951 Praha,
http://www.phil.muni.cz/fil/scf/komplet/polakc.html,Štefan Polakovič,* 22. 9. 1912 Chtelnica pri Piešťanoch,† 29. 11. 1999 Buenos Aires (Argentina)
http://www.phil.muni.cz/fil/scf/komplet/polans.html,Jan Nepomuk Polanský,* 7. 2. 1723 Brno,† 13. 10. 1776 Olomouc
http://www.phil.muni.cz/fil/scf/komplet/popel.html,Jiřina Popelová,* 29. 2. 1904 Praha,† 14. 6. 1985 Praha
http://www.phil.muni.cz/fil/scf/komplet/pospis.html,Josef Pospíšil,* 7. 5. 1845 Oslavička u Velkého Meziříčí,† 18. 12. 1926 Brno
http://www.phil.muni.cz/fil/scf/komplet/preisn.html,Rio Preisner,* 13. 11. 1925 Mukačevo,"† 2. 8. 2007  Indianola (Pensylvánie, USA)"
http://www.phil.muni.cz/fil/scf/komplet/proch.html,František Xaver Procházka,* 1854 Benešov,† 11. 12. 1911 Praha
http://www.phil.muni.cz/fil/scf/komplet/prochj.html,Jiří Procházka,* 10. 4. 1749 Blížkovice,† 17. 7. 1820 Vídeň
http://www.phil.muni.cz/fil/scf/komplet/prochm.html,Matěj Procházka,* 4. 2. 1811 Brtnice,† 26. 11. 1889 Brno
http://www.phil.muni.cz/fil/scf/komplet/prokkl.html,Prokop z Kladrub,,
http://www.phil.muni.cz/fil/scf/komplet/prokpl.html,Prokop z Plzně,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/prokup.html,Ladislav Prokůpek,* 11. 12. 1932 Hlinsko,
http://www.phil.muni.cz/fil/scf/komplet/prucha.html,Milan Průcha,* 23. 11. 1931 Plzeň,
http://www.phil.muni.cz/fil/scf/komplet/prech.html,Přech Martinův z Branic,* 14.–15. století,
http://www.phil.muni.cz/fil/scf/komplet/prijes.html,Přibyslav z Jesenice,* 14.–15. století,
